Price,Close,Volume
Ticker,NVDA,NVDA
Date,,
2022-01-03,30.068225860595703,391547000
2022-01-04,29.238679885864258,527154000
2022-01-05,27.555631637573242,498064000
2022-01-06,28.128623962402344,454186000
2022-01-07,27.19925880432129,409939000
2022-01-10,27.35198974609375,594681000
2022-01-11,27.768260955810547,404089000
2022-01-12,27.94994354248047,383413000
2022-01-13,26.528432846069336,540171000
2022-01-14,26.894790649414062,395832000
2022-01-18,25.85761260986328,424270000
2022-01-19,25.0230770111084,488315000
2022-01-20,24.10768699645996,435181000
2022-01-21,23.333049774169922,718958000
2022-01-24,23.331050872802734,913982000
2022-01-25,22.284887313842773,664616000
2022-01-26,22.73210334777832,755959000
2022-01-27,21.905548095703125,573353000
2022-01-28,22.799978256225586,543774000
2022-01-31,24.443099975585938,564680000
2022-02-01,24.594831466674805,518925000
2022-02-02,25.197771072387695,543419000
2022-02-03,23.90604019165039,410178000
2022-02-04,24.27638816833496,354829000
2022-02-07,24.684675216674805,376868000
2022-02-08,25.064006805419922,410359000
2022-02-09,26.658206939697266,524282000
2022-02-10,25.778749465942383,513200000
2022-02-11,23.907039642333984,605472000
2022-02-14,24.224483489990234,440424000
2022-02-15,26.448572158813477,699869000
2022-02-16,26.464548110961914,732676000
2022-02-17,24.464059829711914,810595000
2022-02-18,23.600576400756836,761255000
2022-02-22,23.349018096923828,633422000
2022-02-23,22.34777069091797,566511000
2022-02-24,23.706388473510742,735801000
2022-02-25,24.114675521850586,528866000
2022-02-28,24.34227180480957,477319000
2022-03-01,23.435863494873047,412056000
2022-03-02,24.18168067932129,389642000
2022-03-03,23.676481246948242,365095000
2022-03-04,22.89971160888672,431415000
2022-03-07,21.318220138549805,450821000
2022-03-08,21.479963302612305,557467000
2022-03-09,22.977590560913086,492742000
2022-03-10,22.62215232849121,428066000
2022-03-11,22.065034866333008,367209000
2022-03-14,21.296255111694336,385354000
2022-03-15,22.9366512298584,491996000
2022-03-16,24.45724105834961,671422000
2022-03-17,24.726818084716797,471941000
2022-03-18,26.411149978637695,730719000
2022-03-21,26.691701889038086,591727000
2022-03-22,26.48203468322754,547007000
2022-03-23,25.59344482421875,502120000
2022-03-24,28.1054630279541,877379000
2022-03-25,27.648191452026367,579016000
2022-03-28,28.174354553222656,425494000
2022-03-29,28.610660552978516,488984000
2022-03-30,27.64619255065918,463487000
2022-03-31,27.24283218383789,523440000
2022-04-01,26.66973876953125,517235000
2022-04-04,27.316715240478516,397120000
2022-04-05,25.88997459411621,436615000
2022-04-06,24.368385314941406,703833000
2022-04-07,24.169700622558594,557992000
2022-04-08,23.08242416381836,524781000
2022-04-11,21.882326126098633,575207000
2022-04-12,21.46997833251953,662258000
2022-04-13,22.16787338256836,516943000
2022-04-14,21.224365234375,569097000
2022-04-18,21.748538970947266,525701000
2022-04-19,22.162878036499023,512781000
2022-04-20,21.44801139831543,468974000
2022-04-21,20.15106773376465,656209000
2022-04-22,19.4841251373291,624713000
2022-04-25,19.870512008666992,641566000
2022-04-26,18.75827407836914,653143000
2022-04-27,18.385868072509766,499460000
2022-04-28,19.750701904296875,570327000
2022-04-29,18.517656326293945,500435000
2022-05-02,19.502098083496094,572049000
2022-05-03,19.570981979370117,475751000
2022-05-04,20.301830291748047,648855000
2022-05-05,18.81418228149414,626331000
2022-05-06,18.64545249938965,633297000
2022-05-09,16.923185348510742,644455000
2022-05-10,17.567163467407227,761474000
2022-05-11,16.603687286376953,670167000
2022-05-12,16.1494083404541,708728000
2022-05-13,17.6779842376709,670437000
2022-05-16,17.236684799194336,521446000
2022-05-17,18.14824104309082,585830000
2022-05-18,16.91119956970215,545161000
2022-05-19,17.096908569335938,621310000
2022-05-20,16.667587280273438,739105000
2022-05-23,16.871267318725586,639889000
2022-05-24,16.128442764282227,588550000
2022-05-25,16.948144912719727,781132000
2022-05-26,17.822755813598633,996575000
2022-05-27,18.781240463256836,738379000
2022-05-31,18.6424617767334,664100000
2022-06-01,18.291015625,544514000
2022-06-02,19.561006546020508,648656000
2022-06-03,18.690383911132812,598779000
2022-06-06,18.75628089904785,422406000
2022-06-07,18.89605712890625,388914000
2022-06-08,18.6224365234375,363252000
2022-06-09,18.023258209228516,395574000
2022-06-10,16.95073127746582,465248000
2022-06-13,15.6255464553833,604153000
2022-06-14,15.814289093017578,469680000
2022-06-15,16.504343032836914,563936000
2022-06-16,15.579609870910645,545749000
2022-06-17,15.85822868347168,630334000
2022-06-21,16.54328727722168,483089000
2022-06-22,16.337570190429688,437135000
2022-06-23,16.202754974365234,463680000
2022-06-24,17.10251235961914,472153000
2022-06-27,16.845870971679688,427968000
2022-06-28,15.960088729858398,461149000
2022-06-29,15.520691871643066,482352000
2022-06-30,15.138216972351074,686070000
2022-07-01,14.503087043762207,577610000
2022-07-05,14.94348430633545,651397000
2022-07-06,15.109256744384766,529066000
2022-07-07,15.836259841918945,492903000
2022-07-08,15.816285133361816,467972000
2022-07-11,15.131227493286133,437321000
2022-07-12,15.061321258544922,458483000
2022-07-13,15.143209457397461,521918000
2022-07-14,15.350923538208008,456235000
2022-07-15,15.740389823913574,385935000
2022-07-18,16.07892608642578,670517000
2022-07-19,16.968704223632812,702366000
2022-07-20,17.78258514404297,760538000
2022-07-21,18.025253295898438,557049000
2022-07-22,17.29525375366211,536671000
2022-07-25,17.000659942626953,480748000
2022-07-26,16.510337829589844,397865000
2022-07-27,17.765607833862305,569776000
2022-07-28,17.959341049194336,474646000
2022-07-29,18.138099670410156,435460000
2022-08-01,18.41571807861328,476469000
2022-08-02,18.50060272216797,489527000
2022-08-03,18.867095947265625,418146000
2022-08-04,19.18865203857422,409652000
2022-08-05,18.962966918945312,386068000
2022-08-08,17.768606185913086,981859000
2022-08-09,17.062576293945312,668263000
2022-08-10,18.072187423706055,597422000
2022-08-11,17.91739845275879,509327000
2022-08-12,18.683345794677734,478094000
2022-08-15,19.00590705871582,457666000
2022-08-16,18.85311508178711,451240000
2022-08-17,18.30986213684082,446799000
2022-08-18,18.74726104736328,415447000
2022-08-19,17.824527740478516,441588000
2022-08-22,17.010648727416992,409593000
2022-08-23,17.15744400024414,369986000
2022-08-24,17.198387145996094,522661000
2022-08-25,17.888439178466797,770691000
2022-08-26,16.237707138061523,769127000
2022-08-29,15.779337882995605,496132000
2022-08-30,15.446792602539062,530181000
2022-08-31,15.073304176330566,573710000
2022-09-01,13.917892456054688,1178865000
2022-09-02,13.628289222717285,743157000
2022-09-06,13.446539878845215,535751000
2022-09-07,13.69926643371582,512657000
2022-09-08,13.974969863891602,624873000
2022-09-09,14.37154483795166,486612000
2022-09-12,14.489416122436523,484159000
2022-09-13,13.116893768310547,714956000
2022-09-14,13.113897323608398,588507000
2022-09-15,12.91511058807373,523625000
2022-09-16,13.183820724487305,670751000
2022-09-19,13.367622375488281,569685000
2022-09-20,13.161842346191406,524818000
2022-09-21,13.246753692626953,807679000
2022-09-22,12.547507286071777,759162000
2022-09-23,12.502554893493652,663309000
2022-09-26,12.214863777160645,547343000
2022-09-27,12.399664878845215,553854000
2022-09-28,12.722317695617676,542414000
2022-09-29,12.206871032714844,532763000
2022-09-30,12.125958442687988,565638000
2022-10-03,12.498557090759277,547478000
2022-10-04,13.152854919433594,584182000
2022-10-05,13.194808959960938,507131000
2022-10-06,13.11589527130127,644157000
2022-10-07,12.063028335571289,672478000
2022-10-10,11.657463073730469,698699000
2022-10-11,11.573554992675781,667482000
2022-10-12,11.487646102905273,492590000
2022-10-13,11.947152137756348,850103000
2022-10-14,11.21493911743164,713432000
2022-10-17,11.875228881835938,580774000
2022-10-18,11.954144477844238,659362000
2022-10-19,12.038053512573242,523131000
2022-10-20,12.180901527404785,652398000
2022-10-21,12.452607154846191,609494000
2022-10-24,12.585465431213379,517457000
2022-10-25,13.246753692626953,505482000
2022-10-26,12.882145881652832,532953000
2022-10-27,13.161842346191406,583113000
2022-10-28,13.819137573242188,521040000
2022-10-31,13.482500076293945,486341000
2022-11-01,13.528450965881348,432817000
2022-11-02,13.204797744750977,672628000
2022-11-03,13.40658187866211,500065000
2022-11-04,14.140792846679688,612576000
2022-11-07,14.285636901855469,410061000
2022-11-08,14.586313247680664,595292000
2022-11-09,13.761200904846191,454414000
2022-11-10,15.73307991027832,700819000
2022-11-11,16.309459686279297,655487000
2022-11-14,16.277494430541992,527852000
2022-11-15,16.64809226989746,545876000
2022-11-16,15.892908096313477,649547000
2022-11-17,15.660160064697266,710894000
2022-11-18,15.39244556427002,492072000
2022-11-21,15.300545692443848,404739000
2022-11-22,16.020769119262695,472866000
2022-11-23,16.501251220703125,427241000
2022-11-25,16.252521514892578,167934000
2022-11-28,15.80999755859375,303741000
2022-11-29,15.622198104858398,298384000
2022-11-30,16.90914535522461,565298000
2022-12-01,17.120973587036133,470977000
2022-12-02,16.862184524536133,371389000
2022-12-05,16.596403121948242,352255000
2022-12-06,15.97391128540039,352694000
2022-12-07,16.10680389404297,372388000
2022-12-08,17.15494728088379,515456000
2022-12-09,16.98708152770996,465338000
2022-12-12,17.52064323425293,457328000
2022-12-13,18.05720329284668,656589000
2022-12-14,17.659530639648438,496888000
2022-12-15,16.938119888305664,478542000
2022-12-16,16.557432174682617,478232000
2022-12-19,16.240692138671875,354039000
2022-12-20,16.07183074951172,403260000
2022-12-21,16.487489700317383,325025000
2022-12-22,15.326441764831543,565045000
2022-12-23,15.193552017211914,349326000
2022-12-27,14.109437942504883,464902000
2022-12-28,14.02450942993164,351066000
2022-12-29,14.591043472290039,354923000
2022-12-30,14.602035522460938,310490000
2023-01-03,14.303278923034668,401277000
2023-01-04,14.736924171447754,431324000
2023-01-05,14.25332260131836,389168000
2023-01-06,14.846835136413574,405044000
2023-01-09,15.615204811096191,504231000
